Version;06/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Crepe filled with strawberries, prepacked;Crêpe préemballée, fourrée fraise;1480;349;-;5,35;66,7;6,6;30,8;-;1;-;1,02;0;0;2;-;-;-;1,02;-;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Soft waffle (Brussels-style), plain or with sugar, prepacked;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;1960;469;-;7,1;52,5;25,2;32;-;1,77;-;0,82;0;0;11,4;-;-;-;0,82;2,8;-;-;-;-;-;-;-;-;-;323;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Soft waffle (Brussels-style), with chocolate, prepacked;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;1960;468;-;6,1;55,9;23,9;29,4;-;2,45;-;0,63;0;0;13,5;-;-;-;0,63;-;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Wafer biscuit, crunchy (thin or dry), plain or with sugar, prepacked;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;1890;451;7,13;5,18;66,4;17,9;37,6;-;1,81;-;1,02;0;0;10,1;5,63;1,41;-;0,83;-;-;-;-;-;-;-;-;-;-;328;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Wafer biscuit, crunchy (thin or dry), with chocolate, prepacked;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;1910;455;-;6,9;70;16;39;-;1,6;-;0,76;0;0;12;-;-;-;0,76;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Doughnut, plain;Beignet rond moelleux, sans fourrage, saupoudré de sucre;1690;404;26;7,25;39,4;23,7;10,7;26,3;2;0;1,53;0;0,076;9,46;9,42;3,71;19;1,11;24;578;0,09;0,68;< 20;18;0,31;140;93;< 20;444;0,62;< 21;55,5;< 0,25;4,28;5,43;-;0;0,14;< 0,01;< 0,1;0,42;0,043;30,4;0,089
Doughnut filled with jam;Beignet à la confiture;1580;378;27,6;6,23;45,7;18,7;19,9;25,8;0,9;0;0,92;0;0;4,84;10,2;2,38;26;0,71;30,8;-;0,081;1,76;15;12,7;0,31;85;79;< 2,2;283;0,53;16;8;0;0,43;7,1;-;0;0,31;0,14;2,14;0,88;0,1;17;0,22
Doughnut filled with fruits, prepacked;Beignet fourré aux fruits, préemballé;1520;362;27,7;5,65;47,6;16;14,5;-;2,15;0;0,82;0;0;6,05;7,69;1,59;-;0,78;39;-;-;0,6;-;-;-;-;-;-;338;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Doughnut filled with chocolate, prepacked;Beignet fourré goût chocolat, préemballé;1760;420;20,3;7,31;45,9;22,5;18,6;22,7;2,6;0;1,42;0;0;8,41;8,26;4,84;45,2;0,7;80;472;0,19;2;< 20;32;0,44;110;180;< 20;280;0,83;< 21;49,5;< 0,25;3,18;10,4;-;< 0,5;0,15;0,075;0,4;0,49;0,048;24,5;0,28
Pastry (average);Pâtisserie (aliment moyen);1490;355;30,5;5,12;43,5;17,3;28,2;11,8;2,49;;0,94;0,033;0,0054;6,94;6,71;2,2;71,4;0,39;67,4;;0,2;1,31;11,9;25,5;0,3;98,9;161;6,14;154;0,5;69,9;46,6;0,3;2,39;;;3,79;0,18;0,2;0,51;0,41;0,066;41,3;0,24
Fruit cake;Cake aux fruits;1640;391;20;4,78;55,7;15,2;37,1;15,1;2,01;-;1,16;1,21;0;4,04;6,05;1,91;113;0,64;37,3;-;0,11;0,96;11;17,6;0,15;108;294;< 10;254;0,34;110;150;0,45;0,43;-;-;0,31;0,13;0,12;0,83;0,3;0,12;8;1
Marble cake;Gâteau marbré;1830;437;17,5;5,76;50,8;23;27,9;19,4;1,75;-;1,12;0,1;0;6,11;11,1;4,26;99,8;0,67;30;272;0,11;1,7;< 20;19;0,28;160;160;< 20;268;0,56;24,3;80,1;< 0,25;4,23;37,3;-;< 0,5;0,038;0,085;9,57;0,32;0,031;73,6;0,24
Fruit shortbread cake, prepacked;Gâteau sablé aux fruits, préemballé;1790;427;-;5,13;63,9;16,3;39;-;1,9;0;0,61;0;0;13;-;-;-;0,61;-;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fruit soft cake;Gâteau moelleux aux fruits;1690;402;-;4,61;61,6;14,8;34,2;19;1,97;-;0,85;0;0;3,11;2,15;-;-;0,85;-;-;-;-;-;-;-;-;-;-;356;-;-;-;-;3;-;-;-;0,21;-;-;-;-;30;-
Soft cake with nuts;Gâteau moelleux aux fruits à coque;1900;454;-;6,2;48,8;25,5;34,7;-;2,1;-;0,94;0;0;12,8;9,32;2,26;-;0,5;-;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Soft cake filled with chocolate or chocolate drops or milk;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;1930;461;14,3;5,31;60,7;21,7;43,7;17;< 1;-;1;0;0;9,88;7,94;2,21;63;0,51;31,3;-;0,21;2,9;30;39,9;0,31;158;259;< 10;205;0,65;18;< 30;0,7;4;10,6;-;< 1;0,14;0,21;0,63;0,67;0,07;34;0,21
Sponge cake filled and covered with chocolate;Génoise fourrée et nappée au chocolat;1800;429;17,3;5,46;52,6;20,8;35;13,5;1,91;-;1,02;0,93;0;12,3;5,58;1,53;27;0,43;120;182;0,28;3,1;20;38;0,3;140;289;< 5;171;0,69;18;15;0,7;2,56;-;-;< 0,5;0,06;0,19;0,43;0,54;0,14;39,1;0,23
Soft cake filled with fruits, mini sponge roll type;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré;1490;353;17,9;4,41;68,5;6,5;43,9;15,3;1,64;-;0,99;0;0;0,91;2,68;1,68;62,6;0,48;32,7;-;< 0,1;0,7;8;12,3;0,2;134;123;< 5;193;0,4;20;< 4;0,2;2,7;-;-;< 0,5;0,059;0,13;0,57;0,4;0,21;29;0,19
Muffin, with blueberry or chocolate;Muffin, aux myrtilles ou au chocolat;1810;432;18,3;5,59;48,9;23,4;27,9;17,6;1,55;traces;2,24;0;0;4,13;10,8;4,2;84;0,9;27,6;294;< 1;2;< 10;18,7;< 1;158;100;3,2;352;< 1;71;< 50;< 0,2;6,2;39,2;-;0,6;< 0,05;0,14;< 0,05;0,51;< 0,05;91,2;0,46
Madeleine cake, pure butter;Madeleine traditionnelle, pur beurre;1940;464;14,5;5,6;52,6;25,5;27,4;20,6;0,8;-;1,04;0;0;15,7;6,55;1,25;163;0,69;20;256;0,06;0,67;20;11;0,22;140;81;< 20;275;0,48;206;151;< 0,25;0,75;2,37;-;< 0,5;0,042;0,067;< 0,1;0,52;0,035;66,5;0,47
Madeleine biscuit, with chocolate, prepacked;Madeleine chocolatée, préemballée;1910;458;14,5;6,06;51,5;24,9;29;16,4;1,1;-;1,39;0;0,49;7,48;11,7;4,35;89,8;0,81;36;358;0,13;2,1;< 20;24;0,26;170;160;< 20;324;0,58;66,3;17;< 0,25;3,89;23,2;-;-;0,046;0,079;< 0,1;0,58;0,011;37,1;0,34
Madeleine biscuit (cookie);Madeleine ordinaire, préemballée;-;-;13,6;5,2;53,5;25,2;23,8;21,2;1,2;-;1,19;0;0,05;2,49;15,1;6,31;85,3;0,89;19;380;0,04;0,59;< 20;9,8;0,2;150;83;< 20;355;0,39;28,3;< 5;0,33;5,36;26,1;-;< 0,5;0,054;0,053;< 0,1;0,36;0,03;66,4;0,3
Peer tart with almonds;Tarte aux poires amandine;1300;310;39,2;4,9;37,7;14,9;21,2;11,8;2,3;-;0,59;0;0,34;7,2;5,38;1,38;64,8;0,14;37;95,4;0,11;0,57;< 20;27;0,27;84;140;< 20;54,1;0,44;103;65,6;< 0,25;2,07;1,07;-;0,82;0,046;0,09;< 0,1;0,24;0,032;109;0,13
Almond cake;Gâteau aux amandes type financier;1940;466;15,4;9,1;44,3;27,4;34,6;8,8;2,6;-;1,12;0;0,073;13,3;9,71;2,63;57,9;0,47;54;150;0,13;0,01;< 20;51;0,33;140;180;< 20;189;0,51;166;57,5;< 0,25;3,75;2,09;-;< 0,5;0,03;0,11;< 0,1;0,2;0,015;27,3;0,043
Almond cake;Gâteau aux amandes, préemballé;1780;424;-;5,78;60,1;17,3;37,4;-;2,15;-;0,5;0;0;7,37;-;-;-;0,5;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Mille-feuille pastry;Mille-feuille;1230;292;40,1;3,88;43,7;11,3;28,8;13;0,24;-;0,8;0;0;5,27;2,92;0,74;27;0,42;67,4;0,3;< 1;< 1;< 10;14,4;< 1;71;111;47,2;168;< 1;65;< 50;< 0,2;0,57;-;-;-;< 0,05;0,48;0,2;0,25;0,05;14,2;0,42
Potato starch;Fécule de pomme de terre;1480;348;12,7;0;86,3;0,2;-;-;0,55;0;0,25;0;0;0,039;0,0095;0,11;0;0,0094;27,5;-;0,1;0,84;0,48;6;0,1;35,6;33,5;0,4;3,75;0,16;0;-;0;0;-;-;0;0,0055;0,005;0,12;-;0,01;82;0
Oatmeal flakes;Flocon d'avoine;1530;364;10,1;13,3;57,9;6,51;0,97;56,9;10,2;0;2,04;0;0;1,13;2,08;2,5;0;0,014;84,3;-;0,3;4,05;0,5;148;4,72;422;377;3,05;5,68;3,33;0;0;0;0,59;2;-;0;0,43;0,14;0,96;1,31;0,12;39,6;0
Wheat flour, type 110;Farine de blé tendre ou froment T110;1440;340;12,4;9,61;68,6;1,5;1,6;59,3;6,8;0;1,09;0;0;0,27;0,28;0,88;0;< 0,13;27;56,6;0,28;2,2;< 20;73;2,2;220;280;< 20;< 5;1,9;0;5;< 0,25;0,79;< 0,8;-;< 0,5;0,26;< 0,01;< 0,1;0,48;0,11;25,7;0
Wheat flour, type 150;Farine de blé tendre ou froment T150;1410;334;10,7;11,4;62,5;1,52;1,77;56,9;12,5;0;1,31;0;0;0,22;0,17;-;-;0,035;31,9;-;0,35;2,7;-;85,1;2,7;323;407;-;14;2,5;-;-;-;1,04;-;-;< 0,5;0,34;0,11;3,48;1,02;0,26;52,4;-
Wheat flour, type 65;Farine de blé tendre ou froment T65;1440;341;13,2;12,6;68,7;0,85;1,68;-;3,9;0;0,78;0;0;-;-;-;-;0,03;25,3;-;< 0,46;1,31;-;30,4;0,8;124;176;4,4;6,56;0,8;-;-;-;0,5;-;-;-;0,19;0,05;1,46;0,5;0,08;18,3;-
Wheat flour, type 55 (for bread);Farine de blé tendre ou froment T55 (pour pains);1470;346;12,5;9,03;73,7;1;1,5;67,6;3,2;0;0,54;0;0;0,19;0,15;0,62;0;< 0,13;23;63,6;0,14;1;< 20;27;0,64;110;180;< 20;< 5;0,81;0;1;< 0,25;0,4;< 0,8;-;< 0,5;0,15;< 0,01;< 0,1;0,56;0,054;15,4;0
Wheat flour, self-raising;Farine de blé tendre ou froment avec levure incorporée;1470;346;-;9,12;74;1;2,5;-;2,5;0;-;0;0;0,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Wheat flour, type 55 (for pastry);Farine de blé tendre ou froment T45 (pour pâtisserie);1490;352;11,3;9,06;75,9;0,82;4,5;69,3;2,5;0;0,48;0;0;0,13;0,084;0,33;0;0,098;17,4;61;0,13;1,18;< 5;25;0,51;117;155;2,76;39;0,76;0;-;0;0,43;0;-;0;0,12;0,031;0,89;0,84;0,06;18;0
Wheat flour, type 80;Farine de blé tendre ou froment T80;1490;352;10,7;9,95;73,2;1,18;1,77;70,6;4,2;0;0,74;0;0;0,17;0,11;-;-;-;25,4;-;0,2;1,5;-;45,6;1,2;153;206;-;< 2,72;1,3;-;-;-;0,79;-;-;< 0,5;0,26;0,06;1,5;0,5;0,13;53,8;-
Spelt flour;Farine d'épeautre (grand épeautre);1470;347;10,8;11,4;64;3;1,3;62,2;9,3;0;1,47;0;0;0,5;0,69;1,59;-;< 0,13;31;52;0,42;3;< 20;92;2,5;340;360;< 20;< 5;2,8;-;-;< 0,25;-;2,87;-;< 0,5;0,29;< 0,01;0,64;0,71;0,21;59,3;-
Maize/corn starch;Amidon de maïs ou fécule de maïs;1540;362;9,26;0,43;89,2;0,25;0;87;0,8;0;0,09;0;0;0,009;0,016;0,025;0;0,019;6;-;0,05;0,38;0,6;3,5;0,53;56;4;2,8;10,2;0,28;0;0;0;0;0;-;0;0;0,008;0,03;0;0,005;1;0
Rice flour;Farine de riz;1500;355;11,4;7,62;73,9;2,5;0,9;70;3,3;0;1,27;0;0;0,46;0,97;0,92;0;< 0,13;9,5;29,2;0,18;0,79;< 20;110;2,3;300;270;< 20;< 5;1,4;0;0;< 0,25;0,66;1,78;-;< 0,5;0,33;< 0,01;< 0,1;0,97;0,13;25,1;0
Rye flour, type 170;Farine de seigle T170;1300;311;10,8;15,9;44,8;2,22;2,31;-;23,8;0;2,5;0;0;0,27;0,28;1,05;0;0,005;37;-;0,56;4,97;4,6;160;6,06;499;717;-;2;5,04;0;7;0;2,73;5,9;-;0;0,32;0,25;4,27;1,46;0,44;33;0
Rye flour, type 85;Farine de seigle T85;1450;342;12;8,12;70,7;1,37;0,93;-;7,15;0;0,69;0;0;0,15;0,16;0,58;0;0,0051;15,5;-;0,19;1;-;29;0,93;125;214;-;2,05;1,11;0;0;0;0,56;5,9;-;0;0,28;0,07;0,8;0,52;0,23;23;0
Rye flour, type 130;Farine de seigle T130;1450;341;9,9;7,24;70,9;1,12;1,59;65,8;9,5;0;1,38;0;0;0,22;0,19;0,7;0;0,0091;23,8;-;0,3;1,8;-;64,6;1,8;216;356;2,5;3,63;1,9;0;0;0;1,01;5,9;-;< 0,5;0,3;0,072;0,77;0,45;0,2;50,3;0
Buckwheat flour;Farine de sarrasin;1470;348;12,1;11,5;68,4;2,19;0,03;68,4;4,2;0;1,65;0;0;0,33;0,48;0,66;0;0,042;23,8;-;0,5;2,5;-;157;1,3;264;389;4,9;16,8;2,3;0;0;0;0,32;7;-;< 0,5;0,38;0,15;4,75;1,45;0,46;66,8;0
Maize/corn flour;Farine de maïs;1530;361;10,5;6,23;78,1;2,1;0,64;-;2,55;0;0,53;0;0;0,27;0,48;0,94;0;0,0025;4;-;0,14;1,01;0,6;32,5;0,056;79,5;105;3,2;1;0,44;0;97;0;0,63;0,3;-;0;0,2;0,084;4,18;0,052;0,21;34;0
Barley flour;Farine d'orge;1420;336;13,1;9,91;64,5;2,3;0,8;56;8,85;0;1,39;0;0;0,43;0,23;1,07;0;0,0081;27,5;-;0,45;3,59;5;92,5;1,32;298;335;1;3,25;2,4;0;0;0;0,41;2,2;-;0;0,35;0,11;5,98;0,15;0,36;8;0
Millet flour;Farine de millet;1480;350;10,3;10,2;63,2;4,1;0,5;62,7;9,7;0;2,55;0;0;0,76;1,03;2,06;-;< 0,13;12;49;0,6;3,8;< 20;140;0,97;360;280;< 20;< 5;3,1;-;-;< 0,25;0,11;2,93;-;< 0,5;0,45;0,043;< 0,1;0,74;0,25;54,5;-
Chick pea flour;Farine de pois chiche;1510;359;10,3;22,4;47;6,69;10,9;-;10,8;0;2,82;0;0;0,69;1,5;2,98;0;0,16;45;-;0,91;4,86;-;166;1,6;318;846;-;64;2,81;0;25;0;0,83;9,1;-;0;0,49;0,11;1,76;0,61;0,49;437;0
Soya flour;Farine de soja;1860;446;5,13;35,8;22,9;21,4;7,5;-;10;0,89;4,78;0;0;3,04;4,98;12,1;0;0,019;178;-;2,26;5,19;0,5;335;2,29;527;2230;11;7,5;4,46;0;72;0;11,5;135;-;0;0,67;0,74;3,16;1,7;0,52;573;0
Rice starch;Amidon de riz;1460;342;14,2;0,6;85;0;-;-;traces;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;0;0;-;-;-;-;-;-;-;-;-;-
Thin-crust pizza shell, raw;Pâte à pizza fine, crue;1160;276;36,2;7,71;44,6;7,01;2,21;-;1,87;0;2,57;0;0;1,52;3,38;1,8;-;1,89;-;-;-;-;-;-;-;-;-;-;757;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pizza pastry base;Préparation pour pâte à pizza;1590;377;9,7;9,03;69,1;6,5;2;64;3,3;-;2,42;0;0;-;-;-;-;2,08;15;-;-;1,5;-;23;-;145;160;-;830;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Short crust pastry, raw;Pâte brisée, crue;1570;375;28,6;5,35;43,6;19,5;3,77;-;1,8;0;1,26;0;0;8,96;6,94;2,59;-;1,06;-;-;-;-;-;-;-;-;-;-;425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pastry, short crust, baked;Pâte brisée, matière grasse végétale, cuite;2100;503;4,9;7,47;58,3;26,4;-;41,5;0,9;0;2,01;0;0;3,93;11,2;9,93;0,5;1,73;16,5;1120;0,068;< 1;< 10;12,8;< 1;60;116;< 5;690;< 1;< 2;114;< 0,2;2,3;-;-;0;< 0,05;< 0,05;0,39;0,4;< 0,05;8;0,03
Short crust pastry, pure butter, raw;Pâte brisée, pur beurre, crue;1600;381;-;5,77;44,9;19,5;3,23;-;1,88;0;1,61;0;0;13,1;4,96;0,77;-;1,49;-;-;-;-;-;-;-;-;-;-;596;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Short crust pastry, pure butter, frozen, raw;Pâte brisée, pur beurre, surgelée, crue;1610;385;-;5,65;43,3;20,7;7,55;-;1,6;0;0,83;0;0;11,5;-;-;-;0,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Puff pastry, raw;Pâte feuilletée, matière grasse végétale, crue;1570;375;29,5;5,41;41,4;20,4;2,31;-;1,87;0;1,4;0;0;7,57;5,94;2,8;15;1,15;84;-;-;1,3;-;-;-;69;94;-;460;0,5;175;48;1,76;1,95;-;-;0;0,14;0,02;1;-;0,07;7;-
Puff pastry, frozen, raw;Pâte feuilletée, surgelée, crue;1660;399;31,8;3,28;33,3;27,4;1,7;-;3,05;0;1,12;0;0;13,3;-;-;-;1,12;-;-;-;-;-;-;-;-;-;-;496;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Puff pastry, cooked;Pâte feuilletée, cuite;2200;528;3,94;7,19;54,1;31;0,3;46;1,8;0;1,95;0;0;16,9;10,7;2,83;4,7;1,57;18,6;1140;0,1;0,6;2;11,9;0,3;60;90,1;-;627;0,3;-;115;-;4;-;-;< 0,5;< 0,04;< 0,04;0,65;0,29;< 0,04;0,8;-
Puff pastry, pure butter, raw;Pâte feuilletée pur beurre, crue;1530;366;30,9;5,6;39,7;20,1;3,03;-;2,32;0;1,48;0;0;14,1;4,89;0,78;-;1,37;-;-;-;-;-;-;-;-;-;-;548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Puff pastry, pure butter, frozen, raw;Pâte feuilletée pur beurre, surgelée crue;1650;396;-;4,99;35,3;25,8;1,33;-;1,4;0;0,86;0;0;17,7;-;-;-;0,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Puff pastry, pure butter, cooked;Pâte feuilletée pur beurre, cuite;2160;518;7,15;5,95;53,5;30,8;1,05;-;1,2;0;1,37;0;0;21,1;6,87;1,13;-;1,11;-;-;-;-;13;-;-;-;-;-;413;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Filo or phyllo pastry sheets, baked, without fat;Feuille de brick, cuite à sec sans matière grasse;1590;376;2,3;6,16;82,4;1,76;-;50,1;3;0;4,43;0;0;0,28;0,39;0,95;-;-;110;2710;-;1,1;17,5;23,7;< 1;97;175;< 5;-;3,18;-;< 50;-;< 0,1;-;-;-;0,09;< 0,05;1,7;0,42;0,08;12,4;-
Shortbread dough, raw;Pâte sablée, crue;1690;404;-;5,3;51;19,6;13;-;1,2;0;0,45;0;0;9,94;7,1;2,13;-;0,25;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Shortbread dough, cooked;Pâte sablée, cuite;2110;505;3,4;5,7;64,4;24,6;22,9;38,8;1,5;0;0,45;0;0;11,8;8,49;3,11;1,37;0,27;11;198;0,06;0,27;< 20;7,3;0,16;43;66;< 20;107;0,23;< 21;77,4;< 0,25;1,63;6,14;-;< 0,5;0,041;< 0,01;< 0,1;0,23;0,03;81,6;< 0,01
Shortbread dough, pure butter, raw;Pâte sablée pur beurre, crue;1610;383;-;5,95;53,6;15,8;13,4;-;1,65;0;0,34;0;0;10,1;4,1;0,73;-;0,029;-;-;-;-;-;-;-;-;-;-;14,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Phyllo or filo dough, raw;Pâte phyllo ou Pâte filo, crue;1220;289;32,6;7,1;50,8;6;0,18;-;1,9;0;1,6;0;0;1,47;3,15;0,92;0;1,21;11;-;0,1;3,21;-;15;0,48;75;74;-;483;0,49;0;0;0;0,08;2,5;-;0;0,54;0,34;4,07;0,3;0,03;18;0
Shortbread dough, pure butter, frozen, raw;Pâte sablée pur beurre, surgelée, crue;1780;423;-;4,9;60,9;17,5;21,3;-;1,2;0;0,17;0;0;12;-;-;-;0,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Shortbread dough, pure butter, cooked;Pâte sablée pur beurre, cuite;1960;469;7,2;6,2;63;20,9;20,1;36,9;1,9;0;0,82;0;0;13,7;4,8;0,93;91,5;0,47;20;280;0,09;0,68;< 20;18;0,42;130;100;< 20;188;0,52;169;38,1;< 0,25;0,38;2,14;-;< 0,5;0,087;0,018;< 0,1;0,33;0,055;99;0,096
Pizza base, raw;Pâte à pizza crue;1020;240;-;7,05;44,2;3,45;1,4;-;2,2;0;1,31;0;0;0,25;-;-;-;1,31;-;-;-;-;-;-;-;-;-;-;630;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Khatfa (phyllo or filo pastry), prepacked;Khatfa feuille de brick, préemballée;1200;283;-;7;59;1,5;2;-;2,5;0;3,25;0;0;0,1;-;-;-;3,25;-;-;-;-;-;-;-;-;-;-;1300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pizza base, cooked;Pâte à pizza cuite;1360;321;25,2;7,75;55,3;7,1;3,3;48;2,5;0;2,1;0;0;1,74;3,32;1,72;< 0,7;1,7;22;866;0,07;0,6;< 20;16;0,27;200;150;< 50;681;0,59;-;< 10;-;1,25;3,3;-;< 0,5;0,065;0,03;0,71;0,43;0,048;25,8;0,019
Foie gras, block (average);Foie gras, canard, bloc (aliment moyen);2010;488;39,1;6,88;2,19;50,1;1,41;;0;0;1,67;0;0;21,6;27,1;0,76;;1,29;;;;2,1;;;;;;;514;;;;;;;;;;;;;;;
white meat, cooked (average);Viande blanche, cuite (aliment moyen);734;175;64,3;27,5;0,76;6,84;0,03;;0,00099;0;1,41;0;0,0024;2,53;2,52;1;88,1;0,15;12,4;;0,061;0,99;4,06;29;0,018;219;339;14,6;71,3;2,03;7,58;0,31;0,27;0,26;1,31;;0,43;0,3;0,17;8,18;1,04;0,43;7,73;0,67
Red meat, cooked (average);Viande rouge, cuite (aliment moyen);814;194;62,7;26,1;0,028;10;0;;0;0;1,39;0;0;4,12;3,8;0,6;76,7;0,23;11,7;;0,12;2,84;6,19;28,3;0,037;202;339;7,88;97,2;5,42;5,14;0,87;0,098;0,26;;;;0,085;0,24;5,78;0,94;0,4;9,37;2,31
Meat, cooked (average);Viande cuite (aliment moyen);767;183;63,6;26,8;0,53;8,16;0,023;;0,008;0;1,4;0;0,0014;3,19;3,05;0,84;83,6;0,18;12,1;;0,086;1,77;5,04;28,7;0,026;213;339;11,8;82,7;3,44;6,72;0,54;0,21;0,26;1,45;;0,45;0,22;0,19;7,19;1;0,42;8,37;1,34
Poultry, cooked (average);Volaille, cuite (aliment moyen);694;165;65,4;27,1;1;5,82;0,044;;0,0014;0;1,46;0;0,0035;1,74;2,09;1,09;94,3;0,21;11,3;718;0,09;1,25;4,2;29,5;0,021;223;333;15,1;101;1,58;9,79;0,86;0,23;0,27;1,78;;0,64;0,13;0,19;9,43;1,32;0,51;8,41;0,65
Offal, cooked (average);Abat, cuit (aliment moyen);691;164;64,7;24,9;2,72;5,98;0,028;;0,12;0;1,7;0;0;2,02;1,55;0,8;327;0,62;9,63;;5,06;6,57;11,9;18,1;0,18;266;253;25,7;250;4,26;3510;33,8;0,79;0,38;1,37;;10,4;0,2;1,35;9,53;2,87;0,52;240;21,4
Beef, rib steak, lean, grilled/pan-fried;Boeuf, entrecôte, partie maigre, grillée/poêlée;829;198;62,3;25,5;< 0,1;10,7;0;-;0;0;1,1;0;0;4,75;4,08;0,38;45;0,14;12;-;0,085;2,55;6;23;-;200;279;12,3;58;6,34;7;0;0,1;0,58;1,6;-;0;0,07;0,15;4,4;0,22;0,34;6;1,85
Beef, braised;Boeuf, braisé;1000;240;55,7;32,1;0;12,4;0;-;0;0;0,19;0;0;5,72;4,95;0,33;-;0,15;-;-;-;5,9;6;24,3;-;-;-;-;-;10,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Beef, round, cooked;Boeuf, gîte à la noix, cuit;431;102;-;21;0,2;1,9;-;-;0;0;-;0;0;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Beef, sirloin steak, roasted/baked;Boeuf, faux-filet, rôti/cuit au four;812;194;62;28,8;traces;8,71;0;-;0;0;-;0;0;3,62;3,57;0,35;-;-;-;-;-;2,41;-;-;-;-;-;13,8;-;4,21;-;-;-;-;-;-;-;-;-;5,77;-;0,47;-;1,19
Beef, sirloin steak, grilled/pan-fried;Boeuf, faux-filet, grillé/poêlé;762;182;64,3;27,1;0;8,17;0;-;0;0;1,11;0;0;3,39;3,34;0,33;60;0,15;20;-;0,081;2,26;6;22;0,009;209;336;12,9;56;3,95;0;0;0,2;0,44;1,6;-;0;0,04;0,13;5,77;0,3;0,48;8;1,19
Beef, short ribs, braised;Boeuf, plat de côtes, braisé;1130;269;48,9;37,3;0;13,3;0;-;0;0;0,74;0;0;5,58;5,26;0,54;66;0,13;12;-;0,099;1,41;-;15;0,013;162;224;18,4;50;8,02;0;0;0,7;0,29;2,4;-;0;0,03;0,15;4,87;1;0,23;5;2,57
Beef, thin flank, grilled/pan-fried;Boeuf, hampe, grillée/poêlée;728;174;67,6;21,6;traces;9,76;0;-;0;0;-;0;0;4,36;3,3;0,51;-;-;-;-;-;3,79;-;-;-;-;-;13,4;-;5,11;-;-;-;-;-;-;-;-;-;3,93;-;0,28;-;4,6
Beef, cheek, braised or boiled;Boeuf, joue, braisée ou bouillie;992;236;52,9;39,2;traces;8,82;0;-;0;0;-;0;0;3,19;3,08;0,9;-;-;-;-;-;2,04;-;-;-;-;-;25,3;-;4,75;-;-;-;-;-;-;-;-;-;4,67;-;0,096;-;7,23
Beef, knuckle, boiled/cooked in water;Boeuf, jarret, bouilli/cuit à l'eau;679;161;-;31;traces;4,1;0;-;0;0;-;0;0;1,13;1,62;0,22;50;-;-;-;-;3,9;-;-;-;-;-;2,8;-;11;-;-;-;0,53;-;-;-;0,03;-;3,2;0,4;0,21;-;1,2
Beef, topside, grilled/pan-fried;Boeuf, tende de tranche, grillée/poêlée;597;141;68,5;28,7;traces;2,92;0;-;0;0;-;0;0;0,98;1;0,24;-;-;-;-;-;2,75;-;-;-;-;-;12,6;-;4,32;-;-;-;-;-;-;-;-;-;5,21;-;0,51;-;1,16
